Id,Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths
1057,1056,120,RL,43.0,7052,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,4,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,1364,2,4,6,Typ,1,4.0,Attchd,2005.0,RFn,2,484,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,12.1326951757254,2728,3.0
1058,1057,60,RL,91.0,29959,Pave,No Alley,IR2,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1850,3,4,7,Typ,1,4.0,BuiltIn,1994.0,Fin,2,467,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,1,2009,WD,Normal,12.421184025147117,2823,2.5
1059,1058,60,RL,96.0,11308,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,2184,3,5,10,Typ,1,4.0,Attchd,2008.0,Fin,3,836,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.721885810807205,3288,3.5
1060,1059,50,RL,74.0,11275,Pave,No Alley,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,3,3,CBlock,3.0,3.0,2.0,Rec,GasA,3,Y,SBrkr,1991,3,3,7,Typ,1,4.0,Detchd,1977.0,Unf,2,432,3.0,2.0,Y,0,0,1,0,0,0,No Fence,No Shed,3,2007,WD,Normal,12.3013828253345,2845,1.5
1061,1060,120,RL,41.0,4920,Pave,No Alley,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,2.0,GLQ,GasA,5,Y,SBrkr,1338,2,4,6,Typ,0,3.4610389610389616,Attchd,2001.0,Fin,2,582,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.271392111650815,2676,3.0
1062,1061,30,C (all),120.0,18000,Grvl,No Alley,Reg,Low,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,894,2,3,6,Typ,0,3.4610389610389616,Detchd,1994.0,RFn,3,1248,3.0,3.0,Y,0,1,0,0,0,0,No Fence,Shed,8,2008,ConLD,Normal,11.302204433654575,1788,1.0
1063,1062,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Unf,GasA,3,N,SBrkr,2337,5,3,10,Min2,0,3.4610389610389616,Detchd,1945.0,Unf,2,560,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,9,2007,WD,Normal,11.407564949312404,2999,2.0
1064,1063,30,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3.0,1.0,BLQ,GasA,4,Y,SBrkr,1103,2,4,5,Typ,1,4.0,Detchd,1976.0,Unf,2,440,3.0,3.0,Y,1,1,0,0,0,0,MnPrv,No Shed,7,2006,WD,Normal,11.612770799939945,2206,1.0
1065,1064,20,RL,73.0,11000,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,3,CBlock,3.0,3.0,2.0,BLQ,GasA,5,Y,SBrkr,1154,3,3,6,Typ,1,1.0,Attchd,1966.0,RFn,2,480,3.0,3.0,Y,0,1,0,0,0,0,MnPrv,No Shed,11,2009,WD,Normal,11.944707881395766,2308,1.5
1066,1065,60,RL,80.0,14000,Pave,No Alley,Reg,Lvl,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,5.0,3.0,4.0,GLQ,GasA,5,Y,SBrkr,2260,3,4,7,Typ,0,3.4610389610389616,Attchd,1996.0,RFn,2,533,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.700768887366278,3566,3.5
1067,1066,60,RL,59.0,7837,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,4,Y,SBrkr,1571,3,3,7,Typ,1,3.0,Attchd,1993.0,RFn,2,380,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,12.089538829274224,2370,2.5
1068,1067,60,RL,80.0,9760,Pave,No Alley,Reg,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,3,CBlock,3.0,3.0,4.0,GLQ,GasA,3,Y,SBrkr,1611,4,3,7,Typ,0,3.4610389610389616,Attchd,1964.0,RFn,2,442,3.0,3.0,Y,1,1,0,0,1,0,No Fence,No Shed,6,2008,WD,Normal,12.031123843065634,2391,2.5
1069,1068,160,RM,42.0,3964,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,1.0,ALQ,GasA,4,Y,SBrkr,2521,5,3,10,Maj1,1,4.0,Attchd,1973.0,Fin,2,576,3.0,3.0,Y,1,1,0,0,0,0,GdPrv,No Shed,6,2006,WD,Normal,11.927680619985486,3463,3.5
1070,1069,45,RL,60.0,9600,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,893,2,4,4,Typ,0,3.4610389610389616,Detchd,1985.0,Unf,2,576,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,11.813030057420569,1738,1.5
1071,1070,20,RL,72.0,10152,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1048,3,3,6,Typ,0,3.4610389610389616,Attchd,1956.0,Unf,1,286,3.0,3.0,Y,0,1,0,0,1,0,No Fence,No Shed,6,2007,WD,Normal,11.813030057420569,2096,2.0
1072,1071,60,RL,78.0,11700,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,5,Y,SBrkr,1556,4,3,8,Typ,0,3.4610389610389616,Attchd,1968.0,Unf,2,441,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.944707881395766,2283,1.5
1073,1072,50,RL,50.0,7585,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,2.0,2.0,Unf,GasA,2,Y,FuseA,1456,4,3,7,Typ,1,3.0,Detchd,1954.0,Unf,1,280,3.0,3.0,P,0,0,0,0,0,0,No Fence,No Shed,8,2006,WD,Normal,11.424094251263615,2266,2.5
1074,1073,60,RL,75.0,7950,Pave,No Alley,IR1,Bnk,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1426,3,3,6,Typ,0,3.4610389610389616,Attchd,1977.0,Fin,2,440,3.0,3.0,Y,1,0,0,0,0,0,MnPrv,No Shed,7,2009,WD,Normal,11.979799201207035,2116,1.5
1075,1074,20,RL,74.0,8556,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,Unf,GasA,5,Y,SBrkr,1240,2,4,5,Typ,0,3.4610389610389616,Attchd,2006.0,RFn,3,826,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.175613438045467,2480,2.0
1076,1075,70,RL,75.0,13125,Pave,No Alley,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1740,3,3,6,Typ,2,4.0,Attchd,1940.0,Unf,1,240,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,7,2007,CWD,Normal,12.299107511497365,2540,1.5
1077,1076,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,1.0,ALQ,GasA,4,Y,SBrkr,1466,3,4,7,Min1,1,3.0,Attchd,1950.0,Unf,2,566,3.0,3.0,Y,1,1,0,0,0,0,No Fence,Shed,4,2006,WD,Normal,12.0435537160324,2262,2.5
1078,1077,20,RL,73.0,15870,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,3,3,CBlock,3.0,3.0,2.0,BLQ,GasA,5,Y,SBrkr,1096,3,3,6,Typ,0,3.4610389610389616,Attchd,1969.0,Fin,1,299,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,3,2006,WD,Abnorml,11.84078932705484,2192,2.0
1079,1078,120,RM,37.0,4435,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4.0,3.0,2.0,GLQ,GasA,5,Y,SBrkr,848,1,4,3,Typ,1,4.0,Attchd,2004.0,RFn,2,420,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.956970055045867,1696,2.0
1080,1079,20,RL,65.0,8775,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,GasA,4,Y,SBrkr,990,3,3,5,Typ,0,3.4610389610389616,Attchd,1996.0,Unf,1,299,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,4,2007,WD,Normal,11.744037185933616,1980,1.0
1081,1080,20,RL,80.0,11040,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,4,CBlock,3.0,3.0,1.0,ALQ,GasA,5,Y,SBrkr,1258,3,4,5,Typ,0,3.4610389610389616,Attchd,1971.0,RFn,2,528,3.0,3.0,Y,1,0,0,1,0,0,No Fence,No Shed,10,2008,COD,Abnorml,11.884489021402711,2516,2.5
1082,1081,20,RL,75.0,7500,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,ALQ,GasA,2,Y,SBrkr,1040,3,3,5,Typ,0,3.4610389610389616,Attchd,1963.0,Fin,1,308,3.0,3.0,Y,0,0,1,0,0,0,MnPrv,No Shed,6,2010,WD,Normal,11.79810440720389,2080,2.5
1083,1082,20,RL,70.0,8749,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1459,3,4,6,Typ,1,4.0,Attchd,2002.0,RFn,2,527,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,9,2007,WD,Normal,12.165250651009917,2918,2.0
1084,1083,20,RL,80.0,8800,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1251,3,3,6,Typ,2,4.0,Attchd,1964.0,RFn,1,461,3.0,3.0,Y,0,1,0,0,0,0,MnPrv,Shed,3,2006,WD,Normal,11.982929094215965,2502,2.0
1085,1084,60,RL,65.0,13031,Pave,No Alley,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,ALQ,GasA,4,Y,SBrkr,1498,3,3,6,Typ,1,3.0,Attchd,1995.0,Fin,2,409,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.141534124392605,2189,2.5
1086,1085,85,RL,73.0,9069,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,996,2,4,5,Typ,0,3.4610389610389616,Attchd,1992.0,Unf,2,564,3.0,3.0,Y,1,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,11.898187865760873,1932,2.0
1087,1086,160,RM,21.0,1974,Pave,No Alley,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1092,3,3,6,Typ,0,3.4610389610389616,Attchd,1973.0,RFn,1,286,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,5,2010,WD,Normal,11.332601910838944,1638,1.5
1088,1087,60,FV,85.0,10574,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,Unf,GasA,5,Y,SBrkr,1953,3,4,9,Typ,1,4.0,Attchd,2005.0,RFn,3,1043,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,5,2009,WD,Normal,12.437184366493561,3035,2.5
1089,1088,160,RM,24.0,2522,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1709,3,4,7,Maj1,0,3.4610389610389616,Detchd,2004.0,Unf,2,380,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,11.831379196088765,2679,2.0
1090,1089,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,5,Y,SBrkr,1247,1,4,4,Typ,1,4.0,Attchd,2005.0,Fin,2,550,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,4,2006,WD,Normal,12.190959007720124,2494,2.5
1091,1090,90,RL,60.0,8544,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,3.5797610681658467,3.0112438510189734,1.6736990154711673,No Basement,Wall,2,N,FuseA,1040,2,3,6,Typ,0,3.4610389610389616,Detchd,1987.0,Unf,2,400,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,11.439278924801927,1040,2.0
1092,1091,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,1.0,BLQ,GasA,5,Y,SBrkr,1252,2,4,4,Typ,0,3.4610389610389616,Detchd,1999.0,Unf,2,462,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,3,2008,WD,Normal,11.982929094215965,1852,3.5
1093,1092,50,RL,60.0,8400,Pave,No Alley,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,Rec,GasA,2,Y,SBrkr,1694,4,3,7,Typ,1,4.0,Detchd,1925.0,Unf,2,576,3.0,3.0,Y,1,0,1,0,0,0,No Fence,No Shed,6,2008,WD,Normal,11.824079893607152,2875,2.0
1094,1093,20,RL,71.0,9230,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3.0,3.0,2.0,GLQ,GasA,4,Y,SBrkr,1200,1,4,6,Typ,0,3.4610389610389616,Detchd,1977.0,Unf,2,884,3.0,3.0,Y,0,1,0,0,0,0,MnPrv,No Shed,10,2006,WD,Normal,11.891361900690471,2064,2.5
1095,1094,20,RL,74.0,5868,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,5,Y,SBrkr,936,2,3,4,Typ,0,3.4610389610389616,Attchd,1956.0,Fin,1,308,3.0,3.0,Y,0,0,1,0,1,0,No Fence,No Shed,5,2010,WD,Normal,11.767567683343811,1872,2.0
1096,1095,20,RL,78.0,9317,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,GLQ,GasA,4,Y,SBrkr,1314,3,4,6,Typ,1,4.0,Attchd,2006.0,RFn,2,440,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,3,2007,WD,Normal,12.08069081199846,2628,2.0
1097,1096,70,RM,60.0,6882,Pave,No Alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1355,3,4,7,Typ,0,3.4610389610389616,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.9738941261783904,Y,1,0,1,0,0,0,No Fence,No Shed,3,2007,WD,Normal,11.751942365440726,2039,1.5
1098,1097,120,RL,61.5,3696,Pave,No Alley,Reg,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1088,2,4,5,Typ,0,3.4610389610389616,Attchd,1987.0,RFn,2,461,3.0,3.0,Y,0,1,1,0,0,0,No Fence,No Shed,10,2007,WD,Normal,12.0435537160324,2162,1.5
1099,1098,50,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,1324,3,3,6,Typ,0,3.4610389610389616,Detchd,1936.0,Unf,1,240,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.759785542901756,1996,1.0
1100,1099,20,RL,82.0,11880,Pave,No Alley,IR1,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4.0,3.0,1.0,ALQ,GasA,3,Y,SBrkr,1601,3,3,7,Typ,1,3.0,Attchd,1978.0,RFn,2,478,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,4,2009,COD,Abnorml,11.964001084330445,2872,2.0
1101,1100,30,RL,60.0,8400,Pave,No Alley,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,2.0,1.0,Rec,GasA,3,N,FuseF,438,1,2,3,Typ,0,3.4610389610389616,Detchd,1930.0,Unf,1,246,3.0,3.0,N,0,0,0,0,0,0,No Fence,No Shed,1,2009,WD,Normal,11.002099841204238,728,1.0
1102,1101,20,RL,61.0,9758,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,BLQ,GasA,3,Y,SBrkr,950,3,3,5,Typ,0,3.4610389610389616,Detchd,1981.0,Unf,1,280,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,7,2007,WD,Normal,11.691071650353704,1900,1.0
1103,1102,20,RL,70.0,7000,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3.0,3.0,1.0,Rec,GasA,5,Y,SBrkr,1134,2,3,6,Typ,0,3.4610389610389616,Attchd,1960.0,RFn,1,254,3.0,3.0,Y,0,1,0,0,0,0,MnWw,No Shed,4,2007,WD,Family,11.813030057420569,2144,1.0
1104,1103,20,RL,79.0,8910,Pave,No Alley,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,2.0,ALQ,GasA,5,Y,SBrkr,1194,3,3,6,Typ,1,2.0,BuiltIn,1954.0,Fin,2,539,3.0,3.0,Y,0,0,1,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.979799201207035,1849,1.5
1105,1104,160,RM,24.0,2016,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3.0,3.0,1.0,Unf,GasA,3,Y,SBrkr,1302,3,3,6,Typ,0,3.4610389610389616,Detchd,1970.0,Unf,2,440,3.0,3.0,Y,0,0,0,0,0,0,No Fence,No Shed,4,2007,WD,Normal,11.571194373094206,1932,2.5
1106,1105,60,RL,98.0,12256,Pave,No Alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5.0,3.0,3.0,GLQ,GasA,5,Y,SBrkr,2622,3,4,9,Typ,2,3.0,Attchd,1994.0,RFn,2,712,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,12.691580461311874,4085,3.5
1107,1106,20,RL,114.0,10357,Pave,No Alley,IR1,Lvl,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,2.0,GLQ,GasA,4,Y,SBrkr,1442,3,4,6,Typ,1,3.0,Attchd,1990.0,Fin,2,719,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,5,2007,WD,Normal,12.100156419938624,2352,3.0
1108,1107,60,RL,168.0,23257,Pave,No Alley,IR3,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,4.0,1.0,Unf,GasA,5,Y,SBrkr,2021,3,4,9,Typ,1,4.0,BuiltIn,2006.0,RFn,2,422,3.0,3.0,Y,0,1,0,0,0,0,No Fence,No Shed,9,2006,New,Partial,12.523525876315125,2889,2.5
1109,1108,60,RL,65.0,8063,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,Unf,GasA,5,Y,SBrkr,1690,3,3,7,Typ,1,3.0,Attchd,2000.0,RFn,2,463,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,11,2007,WD,Abnorml,12.106252310247962,2614,2.5
1110,1109,20,RL,107.0,11362,Pave,No Alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5.0,3.0,2.0,GLQ,GasA,5,Y,SBrkr,1836,3,4,7,Typ,1,4.0,Attchd,2004.0,Fin,3,862,3.0,3.0,Y,1,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.542544882151384,3672,3.0
