,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
850,1405,0,0,No Alley,2,TwnhsE,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,Wd Shng,No Fence,4,1,PConc,2,Typ,478.0,2.0,3,RFn,3,Attchd,2003.0,1405,0,GasA,5,1Story,2311,4,Lvl,Gtl,3242,Inside,48.0,Reg,120,RL,235.0,Stone,No Shed,3,NridgHt,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1405.0,1,2003,2003,2007
851,768,728,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,3,Typ,572.0,2.0,3,Unf,3,Attchd,2007.0,1496,0,GasA,5,2Story,2312,4,Lvl,Gtl,15810,Inside,59.0,IR1,60,RL,0.0,No Masonry Veneer,No Shed,5,Gilbert,0,5,6,Y,0,CompShg,Gable,Partial,,New,0,Pave,7,768.0,1,2007,2007,2007
852,768,768,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,400.0,2.0,3,Fin,3,Attchd,2005.0,1536,1,GasA,5,2Story,2313,4,Lvl,Gtl,10237,Inside,65.0,Reg,60,RL,0.0,None,No Shed,6,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,768.0,1,2005,2006,2007
853,608,850,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,RRAn,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,454.0,2.0,3,Fin,3,BuiltIn,2007.0,1458,0,GasA,5,2Story,2314,4,Lvl,Gtl,13204,Inside,58.0,IR1,60,RL,44.0,Stone,No Shed,5,Gilbert,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,608.0,1,2006,2007,2007
854,738,757,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,440.0,2.0,3,RFn,3,Attchd,2006.0,1495,1,GasA,5,2Story,2315,4,Lvl,Gtl,8857,Inside,62.0,IR1,60,RL,0.0,None,No Shed,3,Gilbert,1,5,6,Y,0,CompShg,Gable,Partial,,New,0,Pave,7,738.0,1,2006,2006,2007
855,698,1048,0,No Alley,3,1Fam,3,1,Unf,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,350.0,3.0,3,Unf,3,BuiltIn,2007.0,1746,1,GasA,5,2Story,2316,4,Lvl,Gtl,9729,Inside,63.0,IR1,60,RL,0.0,None,No Shed,6,Gilbert,1,5,6,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,698.0,0,2006,2007,2007
856,1326,0,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,388.0,2.0,3,Fin,3,Attchd,2005.0,1326,0,GasA,5,1Story,2317,4,Lvl,Gtl,12216,Corner,88.0,IR1,20,RL,0.0,None,Shed,6,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1326.0,1,2005,2005,2007
857,752,752,0,No Alley,3,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,440.0,2.0,3,Fin,3,Attchd,2007.0,1504,1,GasA,5,2Story,2318,4,Lvl,Gtl,8229,Inside,72.0,IR1,60,RL,22.0,Stone,No Shed,12,Gilbert,1,5,6,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,752.0,1,2007,2007,2007
858,728,728,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,400.0,2.0,3,Fin,3,Attchd,2007.0,1456,1,GasA,5,2Story,2319,4,Lvl,Gtl,7713,Inside,64.0,Reg,60,RL,16.0,Stone,No Shed,7,Gilbert,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,7,728.0,1,2007,2007,2007
859,1258,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,462.0,2.0,3,RFn,3,Attchd,2007.0,1258,0,GasA,5,1Story,2320,4,Lvl,Gtl,7697,Inside,64.0,Reg,20,RL,0.0,BrkFace,No Shed,8,Gilbert,0,6,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1246.0,0,2007,2007,2007
860,1589,0,0,No Alley,2,TwnhsE,3,4,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,630.0,3.0,3,Fin,3,Attchd,2003.0,1589,0,GasA,5,1Story,2321,4,Lvl,Gtl,3621,Inside,43.0,Reg,120,RL,72.0,BrkFace,No Shed,11,Blmngtn,1,5,8,Y,0,CompShg,Hip,Normal,,WD,0,Pave,7,1406.0,1,2003,2003,2007
861,1266,0,0,No Alley,2,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,388.0,2.0,3,Fin,3,Attchd,2007.0,1266,0,GasA,5,1Story,2322,4,Lvl,Gtl,3710,Inside,53.0,Reg,20,RL,16.0,BrkFace,No Shed,8,Blmngtn,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1266.0,1,2007,2007,2007
862,1119,0,0,No Alley,2,1Fam,3,4,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,437.0,2.0,3,Fin,3,Attchd,2004.0,1119,0,GasA,5,SLvl,2323,4,Lvl,Gtl,16219,Inside,65.0,IR2,80,RL,0.0,None,No Shed,4,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,835.0,1,2004,2005,2007
863,744,630,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,400.0,2.0,3,Fin,3,BuiltIn,2004.0,1374,1,GasA,5,SLvl,2324,4,Lvl,Gtl,11084,Corner,87.0,IR1,80,RL,0.0,None,No Shed,6,Gilbert,0,5,7,Y,0,CompShg,Gable,Family,,WD,0,Pave,8,384.0,1,2004,2004,2007
864,1525,0,0,No Alley,3,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,534.0,2.0,3,RFn,3,Attchd,2006.0,1525,1,GasA,5,1Story,2325,4,Lvl,Gtl,10936,Inside,59.0,IR1,20,RL,0.0,None,No Shed,4,Gilbert,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1510.0,1,2006,2006,2007
865,754,640,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,400.0,2.0,3,Fin,3,BuiltIn,2003.0,1394,1,GasA,5,SLvl,2326,4,Lvl,Gtl,11950,Corner,64.0,IR1,80,RL,0.0,No Masonry Veneer,No Shed,10,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,384.0,1,2003,2003,2007
866,847,1101,0,No Alley,4,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,434.0,2.0,3,Fin,3,BuiltIn,2003.0,1948,1,GasA,5,2Story,2327,4,Lvl,Gtl,7875,Inside,63.0,Reg,60,RL,16.0,BrkFace,No Shed,7,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,847.0,0,2003,2003,2007
867,864,1131,0,No Alley,4,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,435.0,2.0,3,Fin,3,BuiltIn,2002.0,1995,1,GasA,5,2Story,2328,4,Lvl,Gtl,8740,Inside,64.0,IR1,60,RL,0.0,None,No Shed,7,Gilbert,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,854.0,1,2002,2002,2007
868,940,750,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,442.0,2.0,3,RFn,3,Attchd,2000.0,1690,1,GasA,5,2Story,2329,3,Lvl,Gtl,9487,Inside,58.0,IR1,60,RL,0.0,None,No Shed,6,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,915.0,0,2000,2000,2007
869,961,683,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,460.0,2.0,3,RFn,3,Attchd,1999.0,1644,1,GasA,5,2Story,2330,3,Lvl,Gtl,9649,Inside,59.0,IR1,60,RL,0.0,None,No Shed,5,Gilbert,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,941.0,1,1999,2000,2007
870,1779,772,0,No Alley,4,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,2,PConc,2,Typ,925.0,3.0,3,Fin,3,Attchd,1998.0,2551,1,GasA,5,2Story,2331,4,Lvl,Gtl,12191,Inside,100.0,IR1,60,RL,515.0,BrkFace,No Shed,6,NoRidge,1,5,8,Y,0,CompShg,Hip,Normal,,WD,0,Pave,8,1779.0,1,1997,1998,2007
871,1671,1407,0,No Alley,4,1Fam,3,4,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,No Fence,3,1,PConc,2,Typ,806.0,3.0,3,Fin,3,Attchd,1998.0,3078,1,GasA,5,2Story,2332,4,Lvl,Gtl,10557,Inside,89.0,IR1,60,RL,422.0,BrkFace,No Shed,7,NoRidge,1,5,9,Y,0,CompShg,Gable,Normal,,WD,0,Pave,9,1408.0,1,1998,1998,2007
872,1411,1171,0,No Alley,4,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,758.0,3.0,3,Fin,3,Attchd,1998.0,2582,1,GasA,5,2Story,2333,4,Lvl,Gtl,11002,Inside,74.0,IR1,60,RL,0.0,None,No Shed,1,NoRidge,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,9,1389.0,1,1998,1999,2007
873,1108,1277,0,No Alley,4,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,600.0,3.0,3,Fin,3,BuiltIn,1998.0,2385,1,GasA,5,2Story,2334,4,Lvl,Gtl,10790,Inside,83.0,Reg,60,RL,275.0,BrkFace,No Shed,5,NoRidge,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,1066.0,1,1998,1998,2007
874,1105,1097,0,No Alley,4,1Fam,3,1,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,517.0,2.0,3,RFn,3,Attchd,1992.0,2202,1,GasA,5,2Story,2335,4,Lvl,Gtl,11762,Inside,88.0,Reg,60,RL,309.0,BrkFace,No Shed,9,NoRidge,1,5,8,Y,0,CompShg,Gable,Normal,,WD,1,Pave,9,1105.0,0,1992,1993,2007
875,1335,1203,0,No Alley,4,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,4,4,VinylSd,VinylSd,No Fence,3,1,PConc,2,Typ,933.0,3.0,3,RFn,3,Attchd,1996.0,2538,1,GasA,5,2Story,2336,4,Lvl,Gtl,9044,Inside,82.0,IR1,60,RL,526.0,BrkFace,No Shed,5,NoRidge,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,1325.0,1,1996,1997,2007
876,1369,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Feedr,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,605.0,2.0,3,Unf,3,Attchd,2007.0,1369,0,GasA,5,1Story,2337,4,Lvl,Gtl,9910,Inside,75.0,Reg,20,RL,0.0,None,No Shed,9,Somerst,1,6,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,5,1369.0,0,2007,2007,2007
877,1542,0,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Feedr,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,852.0,3.0,3,Unf,3,Attchd,2007.0,1542,0,GasA,5,1Story,2338,4,Lvl,Gtl,11830,Inside,91.0,Reg,20,RL,164.0,BrkFace,No Shed,7,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1542.0,1,2007,2007,2007
878,1534,0,0,No Alley,3,1Fam,3,2,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,484.0,2.0,3,Fin,3,Attchd,2006.0,1534,0,GasA,4,1Story,2339,4,Lvl,Gtl,10612,Inside,76.0,Reg,20,RL,248.0,BrkFace,No Shed,1,Somerst,1,5,8,Y,0,CompShg,Gable,Family,,WD,0,Pave,7,1524.0,1,2006,2006,2007
879,1966,0,0,No Alley,1,1Fam,3,3,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4,1,PConc,2,Typ,1092.0,3.0,3,Fin,3,Attchd,2007.0,1966,0,GasA,5,1Story,2340,5,Lvl,Gtl,12291,Inside,98.0,IR1,20,RL,754.0,BrkFace,No Shed,10,Somerst,1,5,10,Y,0,CompShg,Hip,Partial,,New,0,Pave,6,1966.0,1,2007,2007,2007
880,1528,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Feedr,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3,1,PConc,3,Typ,480.0,2.0,3,Unf,3,Attchd,2007.0,1528,2,GasA,5,1Story,2341,4,Lvl,Gtl,9965,FR2,85.0,Reg,20,RL,0.0,No Masonry Veneer,No Shed,9,Somerst,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1528.0,0,2007,2007,2007
881,1538,0,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,484.0,2.0,3,RFn,3,Attchd,2005.0,1538,0,GasA,5,1Story,2342,4,Lvl,Gtl,8847,Inside,74.0,Reg,20,RL,148.0,BrkFace,No Shed,12,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1538.0,1,2005,2005,2007
882,1506,0,0,No Alley,3,1Fam,4,3,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,672.0,2.0,3,RFn,3,Attchd,2005.0,1506,0,GasA,5,1Story,2343,4,Lvl,Gtl,8251,Inside,70.0,Reg,20,RL,143.0,BrkFace,No Shed,4,Somerst,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1494.0,1,2005,2006,2007
883,982,995,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,574.0,3.0,3,RFn,3,Attchd,2006.0,1977,1,GasA,5,2Story,2344,4,Lvl,Gtl,9605,Inside,70.0,Reg,60,RL,0.0,None,No Shed,7,Somerst,1,5,7,Y,0,CompShg,Gable,Family,,WD,0,Pave,7,982.0,1,2006,2006,2007
884,1302,528,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,859.0,3.0,3,RFn,3,BuiltIn,2006.0,1830,1,GasA,5,2Story,2345,4,Lvl,Gtl,8778,Inside,75.0,Reg,60,RL,0.0,None,No Shed,3,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1302.0,0,2006,2006,2007
885,1338,0,0,No Alley,3,1Fam,3,1,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,598.0,2.0,3,RFn,3,Attchd,2007.0,1338,0,GasA,5,1Story,2346,4,Lvl,Gtl,8640,Inside,72.0,Reg,20,FV,0.0,None,No Shed,11,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1338.0,0,2007,2007,2007
886,1335,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,575.0,2.0,3,RFn,3,Attchd,2007.0,1335,0,GasA,5,1Story,2347,4,Lvl,Gtl,9000,Inside,75.0,Reg,20,FV,0.0,None,No Shed,6,Somerst,1,5,7,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1335.0,0,2006,2007,2007
887,896,896,0,No Alley,3,1Fam,3,3,GLQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,590.0,2.0,3,Fin,3,Attchd,2007.0,1792,1,GasA,5,2Story,2348,4,Lvl,Gtl,8640,Inside,72.0,Reg,60,FV,0.0,None,No Shed,11,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,8,896.0,1,2007,2007,2007
888,725,863,0,No Alley,3,1Fam,3,1.6707789918928446,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,CBlock,3,Typ,561.0,2.0,3,Unf,3,Attchd,2007.0,1588,0,GasA,5,2Story,2349,4,Lvl,Gtl,10411,Corner,81.0,Reg,60,FV,0.0,None,No Shed,7,Somerst,0,5,5,Y,0,CompShg,Gable,Partial,,New,0,Pave,8,725.0,0,2007,2007,2007
889,955,925,0,No Alley,3,1Fam,3,3,GLQ,1.0,0.0,5,Y,Norm,Norm,SBrkr,0,3,4,WdShing,Wd Shng,No Fence,4,1,PConc,2,Typ,880.0,3.0,3,Fin,3,Attchd,2007.0,1880,1,GasA,5,2Story,2350,5,Lvl,Gtl,12217,Inside,112.0,IR1,60,FV,0.0,No Masonry Veneer,No Shed,12,Somerst,1,5,8,Y,0,CompShg,Hip,Partial,,New,0,Pave,8,955.0,1,2007,2007,2007
890,1584,0,0,No Alley,2,1Fam,3,2,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,5,CemntBd,CmentBd,No Fence,4,1,PConc,2,Typ,594.0,2.0,3,Fin,3,Attchd,2007.0,1584,0,GasA,5,1Story,2351,5,Lvl,Gtl,10440,Corner,84.0,Reg,20,FV,0.0,None,No Shed,5,Somerst,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1574.0,0,2007,2007,2007
891,1685,0,0,No Alley,2,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Typ,658.0,3.0,3,Fin,3,Attchd,2006.0,1685,0,GasA,5,1Story,2352,4,Lvl,Gtl,11824,Corner,100.0,IR1,20,FV,298.0,BrkFace,No Shed,4,Somerst,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1685.0,1,2006,2006,2007
892,1158,1285,0,No Alley,4,1Fam,3,3,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4,1,PConc,2,Min2,744.0,3.0,3,RFn,3,BuiltIn,2004.0,2443,1,GasA,5,2Story,2353,4,Lvl,Gtl,10625,Inside,85.0,Reg,60,FV,353.0,BrkFace,No Shed,6,Somerst,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,9,1158.0,1,2004,2004,2007
893,1100,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1100,1,GasA,5,1Story,2354,3,Lvl,Gtl,7500,Inside,63.0,Reg,20,RL,0.0,None,No Shed,6,SawyerW,1,5,6,Y,0,CompShg,Gable,Partial,,New,0,Pave,6,1100.0,0,2006,2007,2007
894,1143,0,0,No Alley,3,1Fam,4,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,0.0,0.0,2.9706521739130434,No Garage,2.96231884057971,No Garage,1978.1134057971014,1143,1,GasA,5,1Story,2355,4,Lvl,Gtl,7500,Inside,63.0,Reg,20,RL,0.0,None,No Shed,10,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1143.0,0,2006,2006,2007
895,1094,0,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,RRAe,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,1,Typ,576.0,2.0,3,Unf,3,Detchd,2004.0,1094,0,GasA,5,1Story,2356,4,Lvl,Gtl,12450,Inside,60.0,Reg,20,RL,126.0,BrkFace,No Shed,5,SawyerW,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1094.0,0,2003,2004,2007
896,1486,0,0,No Alley,3,1Fam,3,1,Unf,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,2,Typ,566.0,2.0,3,RFn,3,Attchd,2006.0,1486,0,GasA,5,1Story,2357,4,Lvl,Gtl,7441,Inside,65.0,IR1,20,RL,170.0,BrkFace,No Shed,6,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1461.0,0,2006,2006,2007
897,920,900,0,No Alley,3,1Fam,3,1,ALQ,0.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,GdPrv,3.4429619746497666,0,PConc,2,Typ,492.0,2.0,3,RFn,3,Attchd,1993.0,1820,1,GasA,5,2Story,2358,4,Lvl,Gtl,11613,Corner,67.0,IR2,60,RL,0.0,None,No Shed,5,SawyerW,1,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,864.0,1,1993,1997,2007
898,630,636,0,No Alley,2,TwnhsE,3,1,Unf,0.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,MnPrv,3,2,CBlock,1,Typ,283.0,1.0,3,RFn,3,Attchd,1980.0,1266,1,GasA,5,2Story,2359,3,Lvl,Gtl,8012,Inside,50.0,Reg,160,RL,0.0,None,No Shed,7,SawyerW,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,630.0,1,1980,1980,2007
899,894,0,0,No Alley,2,1Fam,3,1,LwQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,1,Typ,308.0,1.0,3,Unf,3,Detchd,1979.0,894,0,GasA,3,1Story,2360,3,Lvl,Gtl,6285,Inside,64.0,Reg,20,RL,0.0,None,No Shed,3,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,894.0,1,1977,1977,2007
900,1040,0,0,No Alley,3,1Fam,3,1,Rec,1.0,0.0,3,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,1,Typ,686.0,2.0,3,Fin,3,Detchd,1991.0,1040,1,GasA,3,1Story,2361,3,Lvl,Gtl,7476,Corner,84.0,Reg,20,RL,0.0,None,No Shed,6,Sawyer,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1040.0,1,1968,1968,2007
901,1271,1232,0,No Alley,3,1Fam,3,1,GLQ,1.0,0.0,4,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,No Fence,3,1,PConc,2,Typ,564.0,2.0,3,RFn,3,Attchd,1990.0,2503,1,GasA,4,2Story,2362,4,Bnk,Gtl,19522,Inside,80.0,IR1,60,RL,272.0,BrkFace,No Shed,2,Veenker,1,5,7,Y,0,CompShg,Gable,Normal,,WD,1,Pave,7,1223.0,0,1990,1990,2007
902,1037,0,0,No Alley,2,1Fam,3,4,ALQ,1.0,0.0,2,Y,RRAe,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,3.4429619746497666,0,CBlock,1,Typ,431.0,2.0,3,RFn,3,Attchd,1974.0,1037,0,GasA,3,1Story,2363,3,Lvl,Gtl,10751,CulDSac,44.0,IR1,20,RL,44.0,BrkFace,No Shed,8,Sawyer,1,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1037.0,1,1974,1974,2007
903,1055,0,0,No Alley,2,1Fam,3,2,ALQ,1.0,0.0,4,Y,RRAe,Norm,SBrkr,0,3,3,CemntBd,CmentBd,No Fence,3,1,CBlock,1,Typ,542.0,2.0,3,RFn,3,Attchd,1973.0,1055,0,GasA,3,1Story,2364,4,Lvl,Gtl,12712,CulDSac,43.0,IR1,20,RL,0.0,None,No Shed,1,Sawyer,0,7,6,Y,0,CompShg,Gable,Abnorml,,WD,0,Pave,5,1044.0,1,1973,2006,2007
