Id,Unnamed: 0,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,TotalSF,TotalBaths
2463,1002,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,BrkTil,Typ,379.0,2.0,3.0,Unf,3.0,Detchd,1926.0,1281,GasA,4,1.5Fin,4.0,Lvl,Gtl,6120,Inside,51.0,Reg,50,RM,0.0,None,No Shed,8,BrkSide,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1926,1950,2007,2037.0,2.0
2464,1003,0,No Alley,4,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,FuseA,0,4,3,Wd Sdng,Wd Sdng,MnPrv,3.4429619746497666,0,CBlock,Typ,408.0,1.0,3.0,Unf,3.0,Detchd,1950.0,2264,GasA,5,2Story,3.0,Lvl,Gtl,7755,Inside,47.0,Reg,70,RM,0.0,None,No Shed,5,OldTown,1,8,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,8,0,1918,1995,2007,3364.0,2.5
2465,1004,0,Pave,3,1Fam,3.0,1.0,Unf,3.0,Y,Norm,Norm,SBrkr,1,4,3,Wd Sdng,Wd Shng,No Fence,3.4429619746497666,0,PConc,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1977.0,1376,GasA,5,1.5Fin,4.0,Bnk,Gtl,8850,Inside,60.0,Reg,50,RL,0.0,None,No Shed,2,BrkSide,1,7,6,P,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1920,1950,2007,2144.0,1.0
2466,1005,0,No Alley,4,1Fam,3.0,1.0,Unf,2.0,Y,RRAn,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,PConc,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1965.0,1316,GasA,3,1.5Fin,3.0,Lvl,Gtl,8550,Inside,60.0,Reg,50,RL,0.0,None,No Shed,10,BrkSide,0,5,5,Y,0,CompShg,Gable,Family,,ConLw,0,Pave,7,0,1926,1950,2007,2066.0,1.0
2467,1006,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,N,Feedr,Norm,FuseA,1,3,3,Wd Sdng,Wd Shng,GdPrv,4.0,1,BrkTil,Typ,456.0,2.0,3.0,Unf,3.0,Attchd,1979.0,1344,GasA,4,2Story,4.0,Lvl,Gtl,5700,Corner,60.0,IR1,70,RM,0.0,None,No Shed,9,OldTown,0,6,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1929,1990,2007,2016.0,2.5
2468,1007,0,Grvl,3,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,FuseA,1,3,3,AsbShng,AsbShng,MnPrv,3.4429619746497666,0,CBlock,Typ,240.0,1.0,2.0,Unf,3.0,Detchd,1920.0,1173,GasA,3,1.5Fin,3.0,Lvl,Gtl,5680,Inside,40.0,Reg,45,RM,0.0,None,No Shed,9,OldTown,1,4,5,Y,0,CompShg,Gable,AdjLand,,WD,0,Pave,7,0,1901,1950,2007,1765.0,2.0
2469,1008,0,Grvl,2,1Fam,3.0,1.0,Unf,3.0,N,Norm,Norm,FuseA,1,3,3,AsbShng,AsbShng,MnPrv,3.4429619746497666,0,CBlock,Typ,216.0,1.0,3.0,Unf,3.0,Detchd,1920.0,1214,GasA,3,1.5Fin,3.0,Lvl,Gtl,5680,Inside,40.0,Reg,50,RM,0.0,None,No Shed,9,OldTown,0,3,5,N,0,CompShg,Gable,AdjLand,,WD,0,Pave,6,0,1901,1950,2007,2183.0,1.0
2470,1009,0,No Alley,5,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,4.0,1,CBlock,Typ,658.0,2.0,3.0,Unf,3.0,Attchd,1963.0,2294,GasA,2,SLvl,3.0,Lvl,Gtl,13200,Corner,120.0,Reg,80,RM,234.0,BrkFace,No Shed,4,IDOTRR,1,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,9,0,1963,1963,2007,3035.0,3.0
2471,1010,0,Grvl,4,1Fam,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,0,5,3,VinylSd,VinylSd,No Fence,3.0,2,CBlock,Typ,299.0,1.0,3.0,Fin,3.0,Detchd,1950.0,1952,GasA,5,2Story,4.0,Lvl,Gtl,9780,Inside,60.0,Reg,60,RM,0.0,None,No Shed,4,IDOTRR,0,9,7,Y,0,CompShg,Gable,Normal,,WD,1,Pave,8,1,1950,2005,2007,2928.0,1.5
2472,1011,0,Grvl,3,1Fam,2.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,1,3,3,MetalSd,MetalSd,No Fence,4.0,1,CBlock,Typ,720.0,2.0,3.0,Unf,3.0,Detchd,2006.0,2180,GasA,4,1.5Fin,3.0,Lvl,Gtl,10320,Inside,60.0,Reg,50,RM,0.0,None,No Shed,5,IDOTRR,0,5,6,N,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1915,1950,2007,3318.0,1.5
2473,1012,0,Grvl,3,2fmCon,3.0,1.0,Rec,2.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,BrkTil,Typ,436.0,2.0,3.0,RFn,3.0,Detchd,1958.0,1315,GasA,3,1.5Fin,3.0,Lvl,Gtl,4330,Inside,52.0,Reg,190,RM,0.0,None,No Shed,2,IDOTRR,0,6,4,Y,0,CompShg,Gable,Abnorml,,COD,0,Pave,5,0,1958,1958,2007,2123.0,3.0
2474,1013,0,Grvl,3,1Fam,2.0,1.0,Unf,3.0,Y,Artery,Norm,SBrkr,0,2,2,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,264.0,1.0,2.0,Unf,3.0,Detchd,1910.0,1484,GasA,2,1.5Fin,3.0,Lvl,Gtl,10320,Corner,60.0,Reg,50,RM,0.0,None,No Shed,9,IDOTRR,1,1,4,N,0,CompShg,Gable,Abnorml,,COD,1,Pave,6,1,1910,1950,2007,2141.0,2.0
2475,1014,0,No Alley,3,1Fam,3.0,1.0,ALQ,3.0,Y,Feedr,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,No Fence,4.0,2,CBlock,Typ,498.0,2.0,3.0,Fin,3.0,Attchd,1937.0,2267,GasA,3,2Story,3.0,Bnk,Gtl,12888,Inside,107.0,Reg,70,RL,0.0,None,No Shed,4,Sawyer,0,8,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,1937,1980,2007,3272.0,2.5
2476,1015,0,No Alley,2,2fmCon,3.0,1.0,ALQ,3.0,N,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,Typ,240.0,1.0,3.0,Unf,3.0,Detchd,1942.0,1282,GasA,3,1.5Fin,3.0,Lvl,Gtl,4484,Corner,59.0,IR1,190,RL,0.0,None,No Shed,7,SWISU,1,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,4,0,1942,1979,2007,1954.0,2.0
2477,1016,0,No Alley,3,2fmCon,3.0,3.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,308.0,1.0,3.0,Unf,3.0,Detchd,1963.0,999,GasA,3,SFoyer,3.0,Lvl,Gtl,11235,Inside,75.0,Reg,190,RL,0.0,None,No Shed,3,Sawyer,1,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1963,1963,2007,1924.0,2.0
2478,1017,0,No Alley,2,1Fam,3.0,3.0,BLQ,4.0,Y,Norm,Norm,SBrkr,1,3,3,HdBoard,HdBoard,No Fence,3.0,1,CBlock,Min2,572.0,2.0,3.0,Unf,3.0,Detchd,1964.0,1452,GasA,4,SFoyer,3.0,Lvl,Gtl,11235,Inside,75.0,Reg,85,RL,30.0,BrkFace,No Shed,11,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1964,1980,2007,2872.0,2.0
2479,1018,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Feedr,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,440.0,2.0,3.0,Unf,3.0,Detchd,1964.0,1005,GasA,3,1Story,3.0,Lvl,Gtl,14299,Inside,62.0,Reg,20,RL,0.0,None,No Shed,7,Sawyer,0,3,4,N,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1964,1964,2007,2010.0,2.0
2480,1019,0,No Alley,3,1Fam,3.0,4.0,LwQ,3.0,Y,Norm,Norm,SBrkr,0,4,4,HdBoard,HdBoard,No Fence,1.0,1,CBlock,Typ,528.0,2.0,3.0,Unf,3.0,Detchd,1970.0,1020,GasA,3,SLvl,3.0,Lvl,Gtl,14149,Inside,65.0,IR1,80,RL,50.0,BrkFace,No Shed,5,Sawyer,0,8,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,5,0,1964,2001,2007,2000.0,2.5
2481,1020,0,No Alley,3,1Fam,3.0,3.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,MnPrv,3.4429619746497666,0,CBlock,Typ,264.0,1.0,3.0,RFn,3.0,Attchd,1966.0,1040,GasA,3,1Story,3.0,Lvl,Gtl,11677,Inside,72.0,IR1,20,RL,442.0,BrkFace,No Shed,2,Sawyer,1,4,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1966,1966,2007,2080.0,2.0
2482,1021,0,No Alley,2,2fmCon,3.0,3.0,GLQ,4.0,Y,Feedr,Norm,SBrkr,0,3,3,HdBoard,HdBoard,GdPrv,3.4429619746497666,0,CBlock,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1989.0,868,GasA,4,1Story,3.0,Lvl,Gtl,8425,FR3,70.0,Reg,190,RL,0.0,None,No Shed,5,Sawyer,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1971,1990,2007,1636.0,2.0
2483,1022,0,No Alley,3,1Fam,3.0,2.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,CBlock,Typ,264.0,1.0,3.0,RFn,3.0,Attchd,1968.0,897,GasA,3,1Story,3.0,Lvl,Gtl,8665,Inside,86.0,IR1,20,RL,89.0,BrkFace,No Shed,1,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1968,1968,2007,1773.0,1.0
2484,1023,0,No Alley,2,1Fam,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,528.0,2.0,3.0,Unf,3.0,Detchd,1972.0,943,GasA,3,1Story,3.0,Lvl,Gtl,8398,Inside,72.0,IR1,20,RL,323.0,BrkFace,No Shed,6,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,1,1967,1967,2007,1886.0,2.0
2485,1024,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Feedr,Norm,SBrkr,0,4,3,Plywood,Plywood,MnPrv,3.4429619746497666,0,CBlock,Typ,315.0,1.0,3.0,Unf,3.0,Detchd,1966.0,912,GasA,5,1Story,4.0,Lvl,Gtl,8169,Corner,72.0,Reg,20,RL,0.0,None,No Shed,7,Sawyer,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1966,1966,2007,1824.0,2.0
2486,1025,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,PosA,Norm,SBrkr,0,3,3,BrkFace,BrkFace,No Fence,4.0,1,CBlock,Typ,323.0,1.0,3.0,Unf,3.0,Attchd,1956.0,1375,GasA,4,1Story,3.0,Bnk,Mod,14175,Inside,81.0,Reg,20,RL,0.0,None,No Shed,12,Sawyer,0,5,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,6,0,1956,1998,2007,2615.0,2.0
2487,1026,0,No Alley,4,1Fam,3.0,1.0,BLQ,4.0,Y,Feedr,Norm,SBrkr,0,2,3,Wd Sdng,Wd Sdng,No Fence,4.0,1,CBlock,Mod,638.0,2.0,3.0,Unf,3.0,Attchd,1946.0,2654,GasA,2,2Story,3.0,Lvl,Gtl,16779,Inside,99.0,Reg,60,RL,356.0,BrkFace,Shed,5,Sawyer,1,4,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,11,1,1920,1996,2007,3325.0,3.0
2488,1027,0,No Alley,2,1Fam,3.0,1.0,ALQ,3.0,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,MnPrv,4.0,2,BrkTil,Typ,224.0,1.0,3.0,Unf,3.0,Attchd,1940.0,1302,GasA,5,1.5Fin,4.0,Lvl,Gtl,6960,Inside,70.0,Reg,50,RL,0.0,None,No Shed,7,Sawyer,0,8,7,Y,0,CompShg,Gable,Normal,,WD,1,Pave,6,0,1940,1998,2007,1982.0,1.5
2489,1028,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,1,3,3,VinylSd,VinylSd,No Fence,3.0,1,CBlock,Typ,494.0,2.0,3.0,Unf,3.0,Attchd,1954.0,1299,GasA,3,1Story,4.0,Lvl,Gtl,11375,Inside,91.0,Reg,20,RL,0.0,None,No Shed,10,Sawyer,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1954,1995,2007,2266.0,1.0
2490,1029,0,No Alley,3,1Fam,3.0,2.0,Rec,3.0,Y,Feedr,Norm,SBrkr,0,3,3,Plywood,Plywood,No Fence,4.0,2,CBlock,Typ,303.0,1.0,3.0,Unf,3.0,Attchd,1958.0,1176,GasA,3,1Story,3.0,Lvl,Gtl,13770,Corner,85.0,Reg,20,RL,340.0,BrkFace,No Shed,10,Sawyer,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1958,1998,2007,2334.0,2.0
2491,1030,0,No Alley,3,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,N,Norm,Norm,FuseA,1,3,2,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,Slab,Min2,460.0,2.0,3.0,Unf,2.0,2Types,1952.0,998,GasA,3,1Story,3.0,Lvl,Gtl,9000,Inside,72.0,Reg,20,RL,0.0,None,No Shed,5,Sawyer,0,7,4,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1945,1950,2007,998.0,1.0
2492,1031,0,No Alley,3,1Fam,3.0,1.0,BLQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,GdPrv,3.0,1,PConc,Typ,552.0,2.0,3.0,Fin,3.0,Attchd,1984.0,1522,GasA,5,1Story,3.0,Lvl,Gtl,11075,Corner,80.5,Reg,20,RL,136.0,BrkFace,No Shed,2,ClearCr,1,5,6,Y,0,CompShg,Hip,Normal,,WD,1,Pave,7,0,1984,1984,2007,2712.0,2.0
2493,1032,0,No Alley,3,1Fam,4.0,2.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,4,3,Wd Sdng,Wd Sdng,No Fence,3.0,1,CBlock,Typ,576.0,2.0,3.0,Unf,3.0,Detchd,1996.0,1325,GasA,5,1Story,4.0,Lvl,Gtl,17541,Corner,65.0,IR1,20,RL,0.0,None,No Shed,7,Edwards,1,7,5,Y,0,CompShg,Hip,Normal,,WD,0,Pave,6,0,1948,2005,2007,1734.0,2.0
2494,1033,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.0,1,CBlock,Mod,649.0,2.0,3.0,Unf,3.0,Detchd,1953.0,1630,GasA,3,1Story,3.0,Lvl,Gtl,22692,Inside,65.0,IR1,20,RL,0.0,None,No Shed,3,Edwards,1,5,5,P,0,CompShg,Gable,Normal,,COD,0,Pave,6,0,1953,1953,2007,2703.0,2.0
2495,1034,0,No Alley,2,1Fam,3.0,1.0,Unf,3.0,N,Feedr,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Mod,336.0,1.0,3.0,Unf,3.0,Attchd,1946.0,1242,GasA,3,1Story,3.0,Lvl,Gtl,17808,Inside,84.0,Reg,20,RL,0.0,None,No Shed,7,Edwards,0,5,4,N,0,CompShg,Gable,Normal,,WD,0,Pave,4,0,1946,1950,2007,1726.0,1.0
2496,1035,0,No Alley,4,1Fam,2.0,1.0,LwQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,No Fence,4.0,2,CBlock,Min2,527.0,2.0,3.0,Fin,3.0,Attchd,1954.0,2422,GasA,5,1Story,4.0,Lvl,Gtl,12671,Corner,102.0,IR1,20,RL,300.0,Stone,No Shed,7,ClearCr,1,7,6,Y,0,CompShg,Hip,Normal,,WD,1,Pave,6,0,1954,1994,2007,3710.0,3.0
2497,1036,0,No Alley,3,1Fam,3.0,1.0,BLQ,3.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,332.0,1.0,3.0,Unf,3.0,Attchd,1954.0,1626,GasA,5,1.5Fin,4.0,Lvl,Gtl,10512,Inside,70.0,Reg,50,RL,0.0,None,No Shed,5,Edwards,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1954,1954,2007,2614.0,1.5
2498,1037,0,No Alley,3,1Fam,3.0,1.0,Rec,3.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,No Fence,3.4429619746497666,0,CBlock,Typ,399.0,1.0,3.0,Unf,3.0,Attchd,1958.0,864,GasA,3,1Story,3.0,HLS,Gtl,5400,Inside,60.0,Reg,20,RL,0.0,None,No Shed,5,SWISU,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1958,1958,2007,1728.0,1.5
2499,1038,0,No Alley,3,1Fam,3.0028198801550934,1.6707789918928446,No Basement,3.576814658210007,N,Norm,Norm,SBrkr,1,3,3,HdBoard,HdBoard,No Fence,3.4429619746497666,0,Slab,Min2,308.0,1.0,3.0,Unf,3.0,Detchd,1958.0,943,GasA,3,1Story,4.0,Lvl,Gtl,11515,CulDSac,65.0,IR1,30,RL,0.0,None,No Shed,8,Edwards,0,5,4,N,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1958,1994,2007,943.0,1.0
2500,1039,0,No Alley,2,TwnhsE,3.0,1.0,LwQ,3.0,Y,Norm,Norm,SBrkr,0,5,4,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,264.0,1.0,3.0,RFn,3.0,Attchd,1984.0,1038,GasA,4,1Story,3.0,Lvl,Mod,3869,Inside,39.0,Reg,120,RL,149.0,BrkFace,No Shed,7,Edwards,1,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,5,0,1984,1984,2007,2076.0,2.0
2501,1040,0,No Alley,4,1Fam,3.0,1.0,ALQ,2.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,No Fence,3.4429619746497666,0,CBlock,Typ,256.0,1.0,3.0,Unf,3.0,Detchd,1951.0,1342,GasA,5,1Story,3.0,Lvl,Gtl,9280,Inside,58.0,Reg,20,RL,0.0,None,No Shed,4,Edwards,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1951,1951,2007,2684.0,2.0
2502,1041,0,No Alley,4,1Fam,3.0,2.0,LwQ,3.0,N,Norm,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,4.0,1,PConc,Typ,253.0,1.0,3.0,Unf,3.0,Attchd,1951.0,1480,GasA,3,1.5Fin,3.0,Lvl,Gtl,11100,Inside,60.0,Reg,50,RL,0.0,None,No Shed,7,Edwards,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,0,1951,1994,2007,2560.0,2.0
2503,1042,0,No Alley,4,1Fam,2.0,1.0,Unf,3.0,N,Norm,Norm,SBrkr,0,2,2,MetalSd,MetalSd,MnPrv,3.4429619746497666,0,BrkTil,Typ,280.0,1.0,3.0,Unf,2.0,Detchd,1920.0,1362,GasW,2,1.5Fin,3.0,Lvl,Gtl,7550,Inside,50.0,Reg,50,RL,0.0,None,No Shed,3,Edwards,0,5,4,P,0,CompShg,Gambrel,Normal,,WD,0,Pave,7,0,1920,1950,2007,2313.0,2.0
2504,1043,0,No Alley,4,1Fam,3.0,1.0,Unf,3.0,Y,Feedr,Norm,SBrkr,1,3,3,Wd Sdng,Wd Sdng,No Fence,1.0,1,CBlock,Min2,515.0,2.0,3.0,Unf,3.0,Attchd,1984.0,1822,GasA,5,1.5Fin,4.0,Lvl,Gtl,23920,Inside,104.0,Reg,50,RL,0.0,None,No Shed,4,SawyerW,1,5,6,P,1,CompShg,Gable,Normal,,WD,0,Pave,7,0,1984,1984,2007,2927.0,2.0
2505,1044,0,No Alley,3,1Fam,4.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,4,VinylSd,VinylSd,No Fence,3.0,1,PConc,Typ,499.0,2.0,3.0,RFn,3.0,Attchd,1994.0,1958,GasA,5,2Story,4.0,Lvl,Gtl,9317,Inside,75.0,Reg,60,RL,0.0,None,No Shed,7,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,,CWD,0,Pave,7,1,1994,2001,2007,2737.0,3.5
2506,1045,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,870.0,3.0,3.0,Fin,3.0,Attchd,2007.0,1651,GasA,5,1Story,4.0,Lvl,Gtl,9178,Inside,71.0,Reg,20,RL,306.0,Stone,No Shed,9,CollgCr,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,7,1,2007,2007,2007,3294.0,2.0
2507,1046,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,CemntBd,CmentBd,No Fence,3.4429619746497666,0,PConc,Typ,894.0,3.0,3.0,Fin,3.0,Attchd,2006.0,2140,GasA,5,1Story,4.0,Lvl,Gtl,10481,Inside,93.0,IR1,20,RL,0.0,None,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Hip,Partial,,New,0,Pave,8,1,2006,2007,2007,4280.0,2.5
2508,1047,0,No Alley,3,1Fam,3.0,3.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,870.0,3.0,3.0,RFn,3.0,Attchd,2007.0,1651,GasA,5,1Story,4.0,Lvl,Gtl,10235,Inside,66.0,IR1,20,RL,306.0,Stone,No Shed,9,CollgCr,1,5,8,Y,0,CompShg,Gable,Partial,,New,0,Pave,7,1,2007,2007,2007,3294.0,2.0
2509,1048,0,No Alley,3,1Fam,3.0,2.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,796.0,3.0,3.0,RFn,3.0,Attchd,2005.0,1546,GasA,5,1Story,4.0,Lvl,Gtl,11750,Inside,75.0,IR1,20,RL,204.0,BrkFace,No Shed,6,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2005,2006,2007,3092.0,2.0
2510,1049,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,4.0,1,PConc,Typ,674.0,2.0,3.0,RFn,3.0,Attchd,2005.0,1500,GasA,5,1Story,4.0,Lvl,Gtl,8760,Inside,73.0,Reg,20,RL,132.0,BrkFace,No Shed,6,CollgCr,1,5,8,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2006,2006,2007,2989.0,2.0
2511,1050,0,No Alley,2,1Fam,3.0,1.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,524.0,2.0,3.0,RFn,3.0,Attchd,2005.0,1270,GasA,5,1Story,4.0,Lvl,Gtl,7242,Inside,64.0,Reg,20,RL,0.0,None,No Shed,7,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,2005,2006,2007,2540.0,2.0
2512,1051,0,No Alley,3,1Fam,3.0,4.0,Unf,4.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,578.0,2.0,3.0,RFn,3.0,Attchd,2005.0,1795,GasA,5,2Story,4.0,Lvl,Gtl,9316,Inside,78.0,Reg,60,RL,0.0,None,No Shed,10,CollgCr,1,5,7,Y,0,CompShg,Gable,Normal,,WD,0,Pave,7,1,2005,2006,2007,2674.0,2.5
2513,1052,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,GdPrv,3.0,1,PConc,Typ,619.0,2.0,3.0,RFn,3.0,Attchd,1988.0,1873,GasA,5,2Story,4.0,Lvl,Gtl,8883,Inside,67.0,IR1,60,RL,360.0,BrkFace,No Shed,5,SawyerW,1,5,7,Y,0,CompShg,Gable,Normal,,WD,1,Pave,7,1,1988,1988,2007,2802.0,3.5
2514,1053,0,No Alley,0,1Fam,4.0,4.0,LwQ,4.0,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,No Fence,2.0,2,CBlock,Typ,529.0,2.0,3.0,Fin,3.0,Attchd,1976.0,1743,GasA,5,1Story,4.0,Low,Sev,20064,Inside,155.0,IR1,20,RL,0.0,None,No Shed,5,ClearCr,0,6,8,Y,0,WdShngl,Shed,Normal,,WD,0,Pave,5,1,1976,1976,2007,2709.0,2.5
2515,1054,0,No Alley,3,1Fam,3.0,1.0,ALQ,4.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,747.0,2.0,3.0,Unf,3.0,Detchd,1995.0,1022,GasA,4,1Story,3.0,Lvl,Gtl,14217,CulDSac,70.0,IR2,20,RL,0.0,None,No Shed,8,CollgCr,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,0,1994,1994,2007,2044.0,1.5
2516,1055,0,No Alley,3,1Fam,3.0,1.0,GLQ,4.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,No Fence,3.4429619746497666,0,PConc,Typ,497.0,2.0,3.0,RFn,3.0,Attchd,1997.0,1308,GasA,5,2Story,4.0,Lvl,Gtl,10021,Inside,57.0,IR1,60,RL,0.0,None,No Shed,5,CollgCr,1,6,6,Y,0,CompShg,Gable,Normal,,WD,0,Pave,6,1,1997,2006,2007,1943.0,3.5
