,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1173,1174,50,RL,138.0,18030,Pave,No Alley,IR1,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,1598,GasA,3,Y,SBrkr,1636,971,3086,0,0,3,0,3,5,12,Maj1,1,4,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,Y,1,0,0,0,0,0,MnPrv,No Shed,3,2007,WD,Normal,12.20856952572876
1174,1175,70,RL,80.0,16560,Pave,No Alley,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,Rec,952,GasA,3,Y,SBrkr,1170,1175,2345,0,0,2,1,4,3,9,Typ,1,4,Detchd,1932.0,Unf,2,360,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,12.384218830913648
1175,1176,50,RL,85.0,10678,Pave,No Alley,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,1,GLQ,1683,GasA,5,Y,SBrkr,2129,743,2872,0,0,2,1,4,4,9,Typ,1,3,Attchd,1992.0,Fin,2,541,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,4,2007,WD,Normal,12.560244459250788
1176,1177,20,RL,37.0,6951,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,ALQ,876,GasA,3,Y,SBrkr,923,0,923,1,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1984.0,Unf,1,264,3,3,Y,1,0,0,0,0,0,MnPrv,No Shed,10,2008,WD,Normal,11.691071650353702
1177,1178,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,818,GasA,3,Y,SBrkr,818,406,1224,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Detchd,1926.0,Unf,1,210,3,3,N,0,0,1,0,0,0,No Fence,No Shed,12,2009,WD,Normal,11.652687407345388
1178,1179,50,RL,54.0,7681,Pave,No Alley,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,731,GasA,5,Y,SBrkr,820,523,1343,0,0,1,1,3,3,7,Typ,1,4,Detchd,1921.0,Unf,1,186,2,3,Y,1,0,1,0,0,0,No Fence,No Shed,7,2009,WD,Normal,11.95053502640496
1179,1180,20,RL,77.0,8335,Pave,No Alley,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,4,Y,SBrkr,1124,0,1124,0,0,1,0,3,3,5,Min2,1,4,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,1,1,0,0,0,No Fence,No Shed,4,2006,WD,Normal,11.440354772135393
1180,1181,60,RL,85.0,11170,Pave,No Alley,IR2,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Wood,4,3,1,LwQ,1216,GasA,5,Y,SBrkr,1298,1216,2514,0,0,2,1,4,3,8,Typ,0,3.461038961038961,Attchd,1990.0,Fin,2,693,3,3,Y,0,0,0,0,0,0,GdPrv,No Shed,4,2006,WD,Normal,12.429216196844383
1181,1182,120,RM,64.0,5587,Pave,No Alley,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5,3,4,GLQ,1600,GasA,5,Y,SBrkr,1652,0,1652,1,1,2,0,2,4,5,Typ,1,4,Attchd,2008.0,Fin,2,482,3,3,Y,1,1,0,1,0,0,No Fence,No Shed,11,2008,New,Partial,12.8802918162046
1182,1183,60,RL,160.0,15623,Pave,No Alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,4,3,PConc,5,3,3,GLQ,2396,GasA,5,Y,SBrkr,2411,2065,4476,1,0,3,1,4,5,10,Typ,2,3,Attchd,1996.0,Fin,3,813,3,3,Y,1,1,0,0,0,1,MnPrv,No Shed,7,2007,WD,Abnorml,13.521139497361697
1183,1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,Rec,1120,GasA,5,Y,SBrkr,1130,0,1130,1,0,1,0,2,3,5,Typ,1,4,Detchd,1970.0,Unf,2,720,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2006,WD,Normal,11.695247021764184
1184,1185,20,RL,50.0,35133,Grvl,No Alley,Reg,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,3,3,4,Rec,1572,GasA,4,Y,SBrkr,1572,0,1572,1,0,1,1,3,3,5,Typ,2,3,2Types,1963.0,RFn,3,995,3,3,Y,0,1,0,0,1,0,No Fence,No Shed,5,2007,WD,Normal,12.137258329529814
1185,1186,50,RL,60.0,9738,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,BrkTil,3,3,1,BLQ,784,GasA,4,Y,SBrkr,949,272,1221,1,0,1,0,4,3,7,Typ,0,3.461038961038961,Attchd,1965.0,Unf,1,392,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,3,2006,WD,Normal,11.560762794384388
1186,1187,190,RL,107.0,10615,Pave,No Alley,IR1,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,BLQ,978,GasA,3,Y,SBrkr,1014,685,1699,1,0,2,0,3,3,7,Typ,0,3.461038961038961,CarPort,1920.0,Unf,2,420,2,2,Y,0,1,0,0,0,0,No Fence,No Shed,8,2009,WD,Abnorml,11.461632170582678
1187,1188,20,RL,89.0,12461,Pave,No Alley,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,4,3,PConc,4,3,1,GLQ,1624,GasA,5,Y,SBrkr,1624,0,1624,1,0,2,0,2,4,5,Typ,1,2,Attchd,1994.0,RFn,3,757,3,3,Y,0,1,1,0,0,0,GdPrv,No Shed,7,2006,WD,Normal,12.476099782743233
1188,1189,60,RL,68.0,8935,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,4,3,PConc,4,3,1,Unf,831,GasA,5,Y,SBrkr,831,829,1660,0,0,2,1,3,4,7,Typ,0,3.461038961038961,Attchd,2002.0,RFn,2,493,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2009,WD,Normal,12.180754837545884
1189,1190,60,RL,60.0,7500,Pave,No Alley,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,Unf,994,GasA,4,Y,SBrkr,1028,776,1804,0,0,2,1,3,4,7,Typ,1,3,Attchd,1999.0,Fin,2,442,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.14950229404178
1190,1191,190,RL,73.0,32463,Pave,No Alley,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,3,4,CBlock,3,3,3,BLQ,1249,GasA,5,Y,SBrkr,1622,0,1622,1,0,1,0,3,3,7,Typ,1,3,2Types,1975.0,Fin,4,1356,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,3,2007,WD,Normal,12.031719258385396
1191,1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,Unf,776,GasA,5,Y,SBrkr,764,677,1441,0,0,2,1,2,4,5,Typ,0,3.461038961038961,Detchd,1999.0,Unf,2,492,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,11,2007,WD,Normal,12.066810578196666
1192,1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,Unf,702,GasA,4,Y,SBrkr,842,630,1472,0,0,1,0,3,4,6,Typ,0,3.461038961038961,Detchd,1925.0,Unf,1,250,3,2,P,0,0,1,0,0,0,GdWo,No Shed,7,2007,WD,Normal,11.736069016284437
1193,1194,120,RM,73.0,4500,Pave,No Alley,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,1,GLQ,1224,GasA,5,Y,SBrkr,1224,0,1224,1,0,2,0,2,3,5,Typ,0,3.461038961038961,Attchd,1999.0,Fin,2,402,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.013700752882718
1194,1195,60,RL,80.0,9364,Pave,No Alley,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,3,3,CBlock,3,3,1,ALQ,663,GasA,3,Y,SBrkr,663,689,1352,0,0,1,1,4,3,7,Typ,0,3.461038961038961,Attchd,1969.0,Fin,1,299,3,3,Y,1,1,0,0,0,0,MnPrv,No Shed,3,2010,WD,Normal,11.970350312009105
1195,1196,60,RL,51.0,8029,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,Unf,728,GasA,5,Y,SBrkr,728,728,1456,0,0,2,1,3,4,8,Typ,0,3.461038961038961,Attchd,2005.0,Fin,2,400,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,7,2008,WD,Normal,12.078239274020289
1196,1197,60,RL,58.0,14054,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,Unf,879,GasA,5,Y,SBrkr,879,984,1863,0,0,2,1,4,4,9,Typ,1,4,BuiltIn,2006.0,Fin,3,660,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,11,2006,New,Partial,12.297785453453374
1197,1198,75,RM,65.0,8850,Pave,No Alley,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,815,GasA,5,Y,SBrkr,815,875,1690,0,0,1,0,3,3,7,Typ,1,4,Detchd,1916.0,Unf,1,225,3,3,Y,0,0,1,0,0,0,No Fence,No Shed,7,2006,ConLw,Normal,11.877568578558138
1198,1199,20,RL,70.0,9100,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,1212,GasA,5,Y,SBrkr,1212,0,1212,0,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,2001.0,RFn,2,573,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.089538829274222
1199,1200,20,RL,75.0,11235,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,3,3,CBlock,3,3,1,Rec,1051,GasA,4,Y,SBrkr,1382,0,1382,0,0,1,1,3,3,6,Typ,1,1,Attchd,1974.0,Unf,2,459,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,10,2006,WD,Normal,11.904967552746252
1200,1201,20,RL,71.0,9353,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Unf,864,GasA,4,Y,SBrkr,864,0,864,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Attchd,1972.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,No Fence,Shed,7,2006,Oth,Abnorml,11.661776411702583
1201,1202,60,RL,80.0,10400,Pave,No Alley,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,Unf,866,GasA,5,Y,SBrkr,866,913,1779,0,0,2,1,3,4,6,Typ,0,3.461038961038961,Attchd,1998.0,RFn,2,546,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,3,2009,WD,Normal,12.195517131590657
1202,1203,50,RM,50.0,6000,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,Unf,884,GasA,5,Y,SBrkr,884,464,1348,1,0,1,0,3,3,5,Typ,1,2,Detchd,1960.0,Unf,1,216,3,3,N,0,0,1,0,0,0,No Fence,No Shed,5,2009,WD,Normal,11.669929213779893
1203,1204,20,RL,75.0,9750,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,1,Unf,1630,GasA,5,Y,SBrkr,1630,0,1630,0,0,2,0,3,4,6,Typ,1,3,Attchd,2000.0,Unf,2,451,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,10,2009,WD,Normal,12.269047444691562
1204,1205,20,RL,78.0,10140,Pave,No Alley,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,ALQ,1056,GasA,5,Y,SBrkr,1074,0,1074,1,0,1,1,3,3,6,Typ,0,3.461038961038961,Attchd,1975.0,RFn,2,495,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,7,2006,WD,Normal,11.941455846009388
1205,1206,20,RL,90.0,14684,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,4,3,CBlock,4,3,2,ALQ,2158,GasA,4,Y,SBrkr,2196,0,2196,0,0,2,0,3,4,7,Typ,1,3,Attchd,1990.0,RFn,3,701,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2009,WD,Normal,12.513189630620563
1206,1207,20,RH,66.5,8900,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,Rec,1056,GasA,3,Y,SBrkr,1056,0,1056,1,0,1,0,2,3,5,Typ,0,3.461038961038961,Detchd,1966.0,Unf,1,384,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,11,2006,WD,Normal,11.580584113444043
1207,1208,20,RL,70.0,9135,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,3,3,GLQ,1682,GasA,5,Y,SBrkr,1700,0,1700,1,0,2,0,3,4,7,Typ,0,3.461038961038961,Attchd,2003.0,RFn,2,544,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,12.206072645530174
1208,1209,20,RL,70.0,7763,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,Rec,931,GasA,3,Y,SBrkr,1283,0,1283,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Detchd,1980.0,Unf,2,506,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,10,2008,WD,Normal,11.84939770159144
1209,1210,20,RL,85.0,10182,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,4,3,PConc,5,3,2,GLQ,1660,GasA,5,Y,SBrkr,1660,0,1660,1,0,2,0,3,4,8,Typ,1,4,Attchd,2006.0,RFn,2,500,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2006,New,Partial,12.577636201962656
1210,1211,60,RL,70.0,11218,Pave,No Alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,4,3,1,Unf,1055,GasA,5,Y,SBrkr,1055,790,1845,0,0,2,1,3,4,8,Typ,1,3,Attchd,1992.0,RFn,2,462,3,3,Y,1,1,0,0,0,0,GdPrv,Shed,5,2010,WD,Normal,12.14950229404178
1211,1212,50,RL,152.0,12134,Pave,No Alley,IR1,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,Wood,4,3,3,GLQ,559,GasA,4,Y,SBrkr,1080,672,1752,0,0,2,0,4,3,8,Typ,0,3.461038961038961,Basment,1988.0,RFn,2,492,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,6,2010,WD,Normal,12.007621706806335
1212,1213,30,RL,50.0,9340,Pave,No Alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,Rec,672,GasA,3,Y,SBrkr,672,0,672,1,0,1,0,2,3,4,Typ,0,3.461038961038961,Attchd,1941.0,Unf,1,234,3,3,N,0,1,0,0,0,0,No Fence,No Shed,8,2009,WD,Normal,11.635143097694478
1213,1214,80,RL,71.0,10246,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,3,GLQ,648,GasA,5,Y,SBrkr,960,0,960,1,1,0,0,0,3,3,Typ,0,3.461038961038961,Attchd,1965.0,Unf,1,364,3,3,Y,1,0,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.884489021402711
1214,1215,85,RL,69.0,10205,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,BLQ,925,GasA,3,Y,SBrkr,999,0,999,1,0,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1962.0,Unf,1,300,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,5,2006,WD,Normal,11.809319478024031
1215,1216,20,RL,99.0,7094,Pave,No Alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,Rec,894,GasA,3,Y,SBrkr,894,0,894,0,0,1,0,3,3,5,Typ,0,3.461038961038961,Detchd,1966.0,RFn,1,384,3,3,Y,0,0,0,0,0,0,MnPrv,No Shed,5,2007,WD,Normal,11.736069016284437
1216,1217,90,RM,68.0,8930,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,3,Y,SBrkr,1318,584,1902,0,0,2,0,4,3,8,Typ,0,3.461038961038961,Attchd,1978.0,Unf,2,539,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,4,2010,WD,Normal,11.626254150277232
1217,1218,20,FV,72.0,8640,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,4,3,PConc,4,3,2,GLQ,1300,GasA,5,Y,SBrkr,1314,0,1314,1,0,2,0,3,4,6,Typ,0,3.461038961038961,Attchd,2009.0,RFn,2,552,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,9,2009,New,Partial,12.343466568968994
1218,1219,50,RM,52.0,6240,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,Slab,3.5797610681658467,3.011243851018974,1.6736990154711673,No Basement,0,GasA,4,N,SBrkr,672,240,912,0,0,1,0,2,3,3,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,0,0,0,0,0,0,No Fence,No Shed,7,2006,WD,Normal,11.296012463406655
1219,1220,160,RM,21.0,1680,Pave,No Alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,3,3,CBlock,3,3,1,Unf,672,GasA,3,Y,SBrkr,672,546,1218,0,0,1,1,3,3,7,Typ,0,3.461038961038961,No Garage,1978.5061638868744,No Garage,0,0,2.975344452501813,2.97389412617839,N,1,0,0,0,0,0,No Fence,No Shed,4,2006,WD,Abnorml,11.424094251263613
1220,1221,20,RL,66.0,7800,Pave,No Alley,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,Rec,912,GasA,3,Y,SBrkr,912,0,912,0,0,1,0,2,3,5,Typ,0,3.461038961038961,Attchd,1964.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,No Fence,No Shed,11,2006,WD,Abnorml,11.652687407345388
1221,1222,20,RL,55.0,8250,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,BLQ,952,GasA,5,Y,SBrkr,1211,0,1211,0,0,1,0,3,3,5,Typ,1,3,Attchd,1968.0,Unf,1,322,3,3,Y,0,1,0,0,0,0,No Fence,No Shed,8,2008,WD,Normal,11.805595078933049
1222,1223,50,RL,78.0,10496,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,3,2,Rec,1040,GasA,5,Y,SBrkr,1168,678,1846,0,0,2,0,3,3,7,Typ,1,4,Attchd,1949.0,Unf,1,315,3,3,Y,0,0,0,0,0,0,GdWo,No Shed,1,2007,WD,Normal,11.870599909242044
1223,1224,20,RL,89.0,10680,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,3,3,CBlock,3,2,1,LwQ,2136,GasA,3,N,FuseA,2136,0,2136,0,0,2,0,4,3,7,Mod,0,3.461038961038961,Detchd,1951.0,Unf,2,528,3,3,Y,0,1,0,0,0,0,MnPrv,No Shed,10,2006,WD,Normal,11.834284063781393
1224,1225,60,RL,60.0,15384,Pave,No Alley,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,GLQ,788,GasA,5,Y,SBrkr,788,702,1490,1,0,2,1,3,4,8,Typ,1,4,Attchd,2004.0,Fin,2,388,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,2,2008,WD,Normal,12.122691036591123
1225,1226,80,RL,65.0,10482,Pave,No Alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,3,GLQ,588,GasA,5,Y,SBrkr,1138,0,1138,0,1,1,0,3,3,6,Typ,0,3.461038961038961,Attchd,1958.0,RFn,1,264,3,3,Y,1,0,0,0,0,0,MnWw,No Shed,6,2007,WD,Normal,11.884489021402711
1226,1227,60,RL,86.0,14598,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4,3,2,Unf,894,GasA,5,Y,SBrkr,894,1039,1933,0,0,2,1,4,4,9,Typ,1,4,BuiltIn,2007.0,Fin,3,668,3,3,Y,1,1,0,0,0,0,No Fence,No Shed,1,2008,WD,Normal,12.273731294003989
